Textos_espanol,sdg
"La Universidad de Maastricht aplica PBL en todos sus programas con el objetivo de generar estudiantes que sean independientes y emprendedores para resolver problemas. La universidad emplea varias versiones de PBL como modelo educativo que simula un entorno de trabajo orientado a la investigacin que brinda a los estudiantes habilidades que llevarn consigo en sus carreras. Por ejemplo, la Facultad de Salud, Medicina y Ciencias de la Vida de Maastricht fue una de las primeras universidades en Europa en implementar PBL como la estrategia educativa dominante en la educacin mdica. La Escuela de Negocios y Economa de la Universidad de Maastricht ha estado utilizando PBL en todos sus programas de grado durante ms de 20 aos.",5
"Revista de poltica y economa de la salud mental, vol. Jahrhunderts (Exclusin social de las personas con trastornos mentales. Equilibrio y perspectiva de la psiquiatra comunitaria a principios del siglo XXI), Fortschritte der Neurologie-Psychiatrie, vol. Repper (2000), Empleo, Inclusin Social y Salud Mental, Journal of Psychiatric and Mental Health Nursing, vol.",3
"El puesto adicional de vicepresidente de los Upazila Parishads del pas se cre exclusivamente para candidatas. Los candidatos son elegidos por voto directo, aunque el cargo est reservado para mujeres (The Daily Star 2009). Sin embargo, las vicepresidentas de Upazila Parishads en todo el pas no pudieron comenzar sus funciones despus de las elecciones de 2009, ya que el gobierno no emiti una circular sobre los puestos recin creados.",5
"Tambin tienen altas tasas de analfabetismo: en 2010, el 34,5% de las mujeres indgenas eran analfabetas (SEP, 2015). Sin embargo, estas tasas han ido mejorando entre cohortes: para 2015, solo el 1,2% de las mujeres de 15 a 29 aos eran analfabetas (datos de INMUJERES proporcionados a la OCDE). Mxico tambin tiene un desempeo inferior en lectura: el puntaje promedio de Mxico est 72 puntos por debajo del promedio de la OCDE. El porcentaje de nios y nias de bajo rendimiento en Mxico tambin es el doble del porcentaje promedio en la OCDE en todas las materias, pero las cifras pueden ocultar diferencias an mayores, muchos jvenes de 15 aos desfavorecidos abandonan la escuela y, por lo tanto, no son captados por estas estadsticas.",5
"Las barreras sociales incluyen la falta de conocimiento de sus derechos, el analfabetismo, la falta de informacin y la dependencia de familiares varones para recibir asistencia y recursos. Filipinas (Comit para la Eliminacin de la Discriminacin contra la Mujer, comunicacin No. Segn el Comit, del fallo se desprende claramente que la evaluacin de la credibilidad de la versin de los hechos de la autora estuvo influida por una serie de estereotipos, la autora en esta situacin no haber seguido lo que se esperaba de una ""vctima ideal"" y racional o lo que el juez consider que era la respuesta ideal y racional de una mujer en una situacin de violacin. Adems de ordenar al Estado parte el pago de una indemnizacin adecuada, el Comit orden la Estado a ""garantizar que todos los procedimientos legales en casos relacionados con delitos de violacin y otros delitos sexuales sean imparciales y justos, y no estn afectados por prejuicios o nociones estereotipadas de gnero"".",5
"Las actividades operativas relacionadas con la educacin vocacional formal y no formal estn bajo la responsabilidad de los gobiernos distritales o municipales. Idealmente, un distrito podra amalgamar la provisin vocacional en un SMK super que ofrezca una variedad de materias. Sin embargo, casi todas las escuelas SMK revisadas por el equipo permanecieron en gran medida enfocadas en sus ofertas histricas de materias. Dada la alta inversin de capital requerida para la educacin vocacional, muchas escuelas se han visto limitadas en los cursos que pueden ofrecer por sus instalaciones y equipos heredados. Otra innovacin adoptada por el ministerio en 2014 fue la introduccin de la Iniciativa de Escuela Modelo Vocacional, que establece una sper escuela SMK como escuela modelo, con ms recursos, que puede actuar como un centro para escuelas satlite. Actualmente hay 90 escuelas de este tipo, pero la intencin es crear 1 650 para 2020.",4
"La tasa TEA impulsada por la oportunidad es 78% en Uruguay, 71% en Chile y el Estado Plurinacional de Bolivia, 69% en Per, 68% en Ecuador, 61% en Brasil y 59% en Colombia y Argentina (Kelley y otros, 2015 ). Emprendimiento de mujeres, Global Entrepreneurship Monitor (GEM), 2015. Los datos por pas indican que la participacin de mujeres empleadoras en la fuerza laboral oscil entre un mnimo de entre 1,7% y 2,3% en Argentina, Repblica Bolivariana de Venezuela, Ecuador y Uruguay. a un mximo de 4,9% en Paraguay. Si bien estos empleadores son un grupo heterogneo que opera empresas de diferentes tamaos, composicin y origen, la gran mayora de las empresas de mujeres empresarias emplean a menos de cinco trabajadores (OIT, 2014d). Sin embargo, hasta el momento se sabe muy poco sobre ellos.",5
"La medida ms urgente consiste en poner en marcha una infraestructura de informacin integrada que permita decelerar las disfunciones y garantizar la libre circulacin de la informacin entre los prestatarios, los pacientes y las estructuras. Au niveau des cabinets medicaux, la participacin de los pacientes a la medida y la notificacin de disfonctionnements est essentielle. La reussite des esfuerzos permanentes mis en ceuvre pour ameliorer la securite passe par une culture active de la securite, axee sur l'amelioration colectivo et le travail d'equipe.",3
"La Estrategia Nacional de Desarrollo Sostenible 2013-2020-2030 incluye una gama adicional de actividades que buscan reducir los riesgos ambientales y mejorar la salud y el bienestar. Rumania tiene algunos de los niveles ms altos de resistencia a los antimicrobianos en la UE. Los datos de vigilancia muestran que en 2015, el 24,7 % de las infecciones del torrente sanguneo por Klebsiella pneumoniae eran resistentes a los carbapenmicos, una importante clase de antibiticos de ltima lnea para tratar infecciones bacterianas. Este porcentaje es mucho ms alto que la mediana de la UE/EEE (0,5 %) y el tercero ms alto de la UE/EEE (ECDC, 2017b).",3
"Las asociaciones deben incluir organismos comunitarios locales, empresas e instituciones culturales, incluidos museos y bibliotecas. Los socios extrados de la educacin superior son fundamentales para ampliar los horizontes de aprendizaje tanto de los estudiantes como del personal y ofrecer experiencia adicional en el proceso constante de desarrollo. Igualmente importantes son las asociaciones con otras escuelas y entornos de aprendizaje a travs de redes y aprendizaje profesional.",4
"Las brechas entre hombres y mujeres difieren considerablemente segn la raza, la brecha ms alta entre hombres y mujeres fue para los estudiantes afroamericanos, con casi un 12,5 % ms de mujeres que se graduaron. La siguiente brecha ms grande fue entre los estudiantes nativos de Alaska, con casi un 11 % ms de mujeres nativas de Alaska que se graduaron que hombres. Los hombres nativos de Alaska tenan la tasa de graduacin ms baja (47,7 %) de todos los grupos tnicos o de gnero (Brian Laurent, comunicacin personal, 3 de noviembre de 2013).",5
"Existen argumentos slidos para fortalecer la infraestructura de informacin de calidad en torno a los hospitales y desarrollar nuevas orientaciones polticas para impulsar la mejora en el resultado de la atencin hospitalaria. Planificar la especializacin y diferenciacin ms clara de la funcin de las camas hospitalarias es un paso fundamental para asegurar un uso adecuado de los recursos hospitalarios y mejorar tanto los resultados como la eficiencia asistencial. Con base en algunos indicadores de la OCDE relacionados con la estimacin de supervivencia de cinco aos para el cncer, Japn parece tener un buen desempeo.",3
"No se han identificado casos desde entonces, pero la fuente del brote sigue siendo incierta. En 2000, se informaron 291 casos de hepatitis viral A transmitida por el agua en Uvurkhangai Aimag. En comparacin con 2015, se observ una disminucin de los casos de sfilis congnita en 2016. De hecho, se registraron 42 casos de sfilis congnita en 2016 (52 casos en 2015), 25 de los cuales se registraron en Ulaanbaatar. Esta disminucin en los casos de sfilis congnita se atribuy a un mejor control del embarazo.",5
"Las correlaciones entre innovacin y equidad de oportunidades de aprendizaje son dbiles (Figura 18.17). En particular, en toda la distribucin de puntajes de innovacin hay muchos sistemas educativos con poca equidad en trminos de oportunidades de aprendizaje. Esto contrasta notablemente con la medida de igualdad de rendimiento de lectura descrita anteriormente. Sin embargo, los tres sistemas educativos ms equitativos en este sentido, Hong Kong, Corea y Singapur, tambin estn por encima del promedio en trminos de innovacin general.",4
"Las escuelas tambin estn interesadas en mejorar su reputacin enviando a la mayor cantidad posible de sus graduados a instituciones prestigiosas. Esto conduce a una mirada de tcnicas para mejorar el rendimiento y mantiene a flote una industria de innovadores, productores y proveedores de dispositivos de trampa. Los cursos de tutora y preparacin para exmenes tienen un costo adicional y son proporcionados por un prspero sector privado.",4
"La BWF organiza capacitacin especializada para alentar a las mujeres a integrarse en el sector empresarial y desarrollar sus habilidades para dirigir empresas, fortalece la creacin de redes entre las empresarias palestinas con sus contrapartes en el extranjero, representa y defiende los intereses de sus miembros ante las autoridades correspondientes y organiza seminarios y talleres sobre diversos temas, como el tratamiento del entorno normativo y legal. La BWF tambin coopera con el proyecto global BiDNetwork en la realizacin del proyecto de competencia de planes de negocios para mujeres empresarias en mercados emergentes en la Autoridad Palestina. Su papel principal es brindar capacitacin a las mujeres palestinas sobre cmo hacer un plan de negocios para que puedan competir. (",5
